-241303	909438	-573952	-173225	797803	-766767	574079	955632	67680	928099
970190	529679	-85080	-515244	-521463	-909212	-362093	340199	872532	135014
265974	599901	-539377	-852241	-826957	44390	623507	-937698	-58515	200089
434185	-660935	990209	448389	-927559	-521653	-543108	-826420	-694519	290363
90215	378446	-213371	-481161	-654664	-564599	-27573	-560236	-437274	8302
853646	250860	-661015	-378001	118684	18070	-912800	673816	-905717	680383
-289435	-273909	-490869	-979426	451284	-287823	-791790	-879175	-811852	378907
-965731	-687119	-831421	356218	822563	-89247	90626	898156	-668508	985405
531939	-198231	428549	53353	-692062	572287	-258602	-805076	351065	-867054
-616280	-977546	924361	61802	532275	280425	919385	885368	753675	-556538
74962	-551481	-259443	-897485	546246	-970943	203947	120352	-278107	912696
254400	420901	854496	86826	-561173	-537250	92138	243198	-130864	3985
-593623	818190	-467184	-307652	-667888	-874430	485063	-738255	-375421	-979312
110823	322397	-569314	759065	-290722	543094	505961	-445416	871961	-410502
-94088	83027	638842	-297373	-103047	491731	354845	684413	-945623	214889
123816	-315745	-698251	721783	877582	-260191	-636363	844324	-922783	508985
-417332	64385	563524	41688	949009	270294	247142	-507708	340998	-77607
-761495	-108778	310589	675467	65644	753351	-328068	243679	-783519	-495262
499836	721774	-713691	-814165	-526880	309916	700744	-563542	158263	-643648
-417751	-967608	80301	7915	-535305	75185	655078	-490455	415453	-636789
234531	121672	-293183	119648	-517627	-242273	424542	332909	-745098	582496
746491	484551	548091	980649	-78378	361711	-664284	-394979	514247	-245803
-598157	8231	-546150	80655	134021	992835	-797782	895546	-894072	911976
-189800	-145540	-856524	393875	84439	-358696	67644	18308	-804684	625311
-209967	695942	-960214	999706	-147732	5863	-400282	226893	965021	908677
458564	888157	404590	-449329	-363965	154385	-503758	593521	171640	-680714
-364698	-570233	335293	-933043	261439	630520	-100445	434661	648933	436162
477975	648182	758249	-767225	785772	-90880	-829360	-812847	637605	-747719
741608	-235378	-833253	-21504	-637193	6760	-258021	358013	979421	-701857
971972	827128	940670	-786539	362665	947768	-737847	115747	397296	-946118
795191	-594475	130813	341518	-857642	-400583	532382	-217789	994218	-517666
-391284	-480	-723431	245118	470004	999009	688246	-318851	-574504	-20671
-167623	-113738	-954753	742666	732286	997052	-945538	-29343	-562449	30717
-948188	9210	-907990	471275	-962608	714890	152623	547613	-784832	230213
22492	378202	-802100	-820433	933162	-971932	-259041	-778688	60938	-653539
-849910	876026	776017	-993217	368856	885134	-774661	707092	-833600	-509681
410967	-137401	-831079	-11395	-566864	-91848	-265351	414714	-338069	-877756
-800653	919791	543480	-481746	502615	-424572	199286	-132096	-640883	742025
-908597	37860	-101455	-944490	-410045	-687066	421860	-496134	313730	-152050
299586	-892070	-315381	-681843	85875	715583	171235	-996875	510911	-180820
671438	748776	-834996	217796	-643971	-272532	650691	45191	-916013	411878
325932	-345047	-653886	-699984	222897	892368	-220662	-721300	322132	-51648
264090	-664196	415391	-276139	-393527	-203769	-506161	350010	4269	-303924
435973	153786	778038	719264	-305956	-808642	237970	-535247	690763	336041
744520	55325	219436	-894481	668774	-998438	-498308	-416054	560252	171250
-236544	22831	227416	590652	-756598	841367	-26075	966236	-385187	-84598
917765	-385812	861744	-282384	117283	365646	445593	456853	994778	-890251
-738069	-707358	-963731	-61144	201413	-815469	205895	-326037	602695	-136784
-41819	-875676	840653	-526496	207713	690585	71627	-203061	559883	-975681
-885771	508757	-830441	-323520	-902201	634706	-828522	548181	269685	2513
271233	886832	339991	824488	591191	70199	-129510	686073	914815	-104343
649423	-496191	974044	-992025	242558	604527	356039	331460	220899	821299
971997	-635122	202981	969775	-406505	804910	579254	790895	488466	-532950
-559991	-191371	-742663	-605316	670353	416015	-439784	-213542	617573	-600410
278878	341077	136536	520986	783880	856400	-553065	-543215	-400113	726950
-410591	135325	-898964	449632	26573	294953	440319	-623033	357201	527986
-48103	-670635	-522145	946047	240444	115174	128554	77028	746762	824156
-535422	11944	-76726	170106	-216299	-674059	-350677	681421	175008	483803
-909700	945938	-626087	965984	162992	-14688	951973	-574557	-598497	-407785
-205367	822090	413736	429396	119899	-530151	631317	-500031	132425	-779324
761044	-523737	-404535	617729	-490950	581456	202189	432698	-90487	930482
911280	-782884	-467070	-619837	-60969	933213	892598	-807150	557584	-907233
-460346	867887	810843	637631	882594	-25854	132444	-527581	683697	-97284
206419	754657	-399150	-411438	469172	-595760	-308685	-457959	-263858	237131
-926781	699528	-54705	567828	-181379	792713	146241	367810	-671796	-800114
242944	-938110	-836417	963484	401810	805721	-438051	647998	559559	304105
437202	-334640	26162	-794270	-558003	467639	203402	377983	23179	-110850
508287	800594	-235549	-604151	566399	-896605	-210925	980700	768809	-45422
-703332	-91290	130337	764413	-826242	876728	579788	161080	-13525	976306
149610	-194185	646449	963277	779679	922305	-882600	-584550	-55586	-115163
-826471	-811354	367266	856137	107922	597133	404267	-959213	-218355	276076
-504401	851520	834172	-823613	-427236	764761	-16431	27705	-735980	486248
-79301	-592741	-153750	-709443	694668	434797	995297	-370683	-532547	779855
777326	-807432	-852050	-873130	-344993	989557	-180370	638656	49970	-22010
699451	870990	-324332	876138	567840	-130091	584817	334405	107917	954079
-647523	-855016	-706796	152403	-488518	-614148	-894267	-840069	-211011	619747
304538	892921	908961	410942	-745260	560493	-206315	-227529	674443	82295
-78811	-730061	-51503	-38633	471362	975197	958581	-494518	930618	-791532
292681	-889551	581750	112155	-524013	-609662	456992	491918	880540	779766
236603	503274	-282910	215856	861989	233543	24085	574935	479746	-329534
879406	-972883	-63686	574794	-700806	412441	-705414	-418349	-23685	763123
-380044	435288	555520	-890939	-556511	-712936	598343	969695	-331606	-745106
621487	471447	-921027	593545	417640	178976	-330545	646833	-188390	-484116
817254	211114	-873968	-752512	751919	9187	-905232	442447	507656	327170
-225988	-681939	131563	732859	564751	-51229	416327	439228	175971	-792337
587756	-857142	978771	976741	794630	-271246	-456269	186976	-57896	785132
-417712	633768	-557227	-468609	-970362	-204913	408840	473689	797109	172465
-147938	-839131	-22423	709250	627841	724472	993477	-26693	-827105	-331257
21016	919190	-845281	500410	-81094	-822298	-25486	593862	-121189	698988
606591	-199588	-97607	107157	882860	883259	685690	-671319	-9379	396127
-578975	162586	327627	-802260	-843248	38261	-276877	-860723	245341	75503
-721418	-276364	97129	-863218	174684	694371	388936	-994228	-249835	429734
-339377	-444316	680197	-81785	-676779	246371	314338	-391203	863892	-70268
391923	644784	173479	544063	292592	-263946	160582	-148025	740856	-217514
323253	807484	-421892	-403114	740277	-921649	-64868	992320	797497	741014
232307	314500	417142	-998401	570213	736250	933968	-791570	299585	-689806
596990	228093	-502076	-339896	-403402	644030	817515	500346	-525215	-795707
-703611	678892	-443335	-480699	174462	385249	257201	522950	-619592	422177
562177	133709	-440270	-571098	181873	995808	238598	-93395	-161303	243366
-887399	922305	-234906	-276764	480562	893719	113031	711327	339058	188669
70675	537103	-638126	-824497	-672733	129503	-955208	527426	-545601	205757
914204	-42450	479766	-251031	-856227	-371278	-214880	-809392	-492714	483746
722898	424646	-607719	-259858	556344	-942196	-636655	568280	387868	286897
-638770	320085	-442908	-196246	-76502	782293	-942893	-218206	-772784	302325
-663933	-12186	313122	-866763	-418259	10108	648234	-95700	-416596	-975221
-230015	-639096	-638295	102050	981080	-807015	260084	449029	340975	870633
-357167	767970	21384	-670288	422272	-784429	-592713	568460	-561831	725509
-587611	312982	-693185	336523	434365	-606622	-969051	40466	-525387	897003
838711	16497	701254	-457356	305243	202632	914972	-189454	179335	249980
343760	-744061	-620701	-307127	462102	834523	-287853	-115310	-965259	-409641
-72814	410384	866841	504942	254497	940137	-144836	-608005	749932	96829
-121060	-328462	-358794	197106	702538	-285685	82235	124688	-890256	283727
2974	260242	755706	-786690	-970077	-10005	128585	-557512	518472	-948949
299726	241608	-168084	74513	-671090	-92599	388937	19861	-979408	-877881
-750735	123599	-919741	527942	527112	-344956	516583	-285100	87436	262547
-401048	383808	850195	-346777	998501	-474089	451480	-67771	-255710	-846589
518188	971842	-979415	236122	219322	946813	-710119	-832219	-770213	-581672
601452	-148888	67971	249146	351962	-100559	617373	-397000	-66012	101868
739018	-899735	876885	-959218	343920	93830	-207774	-681935	845943	421204
-421493	5387	401579	212724	-635907	-80562	122745	-996323	434265	497080
69800	28508	948882	554746	-820455	658419	465703	497972	972109	197239
-571030	-251699	-838294	665164	-281363	-157230	-941320	620959	401899	959006
-128489	-655478	433318	-434416	263381	-276126	752990	-515962	-777862	-454270
-807082	-862683	-92931	286759	-209287	-617053	-878325	997156	-383008	-168974
690368	566714	-152465	-373796	-676269	-630750	-597719	956477	874016	-594392
-501301	404635	-227873	-662085	-385786	-743746	-112087	-439687	341777	-216432
869020	118074	619550	181164	-201163	-449129	-86147	955928	744853	-170186
10493	507384	12474	744643	427018	-533760	843754	723757	868265	-104371
337393	-317005	595586	-883235	-557184	-587491	-320289	-110822	-69399	472647
-204760	67224	-936286	-953154	-940161	736486	329379	-190977	863674	-785601
858990	-386433	-673515	185985	-141754	488618	-930976	153932	-214476	758172
-414794	-244448	-349511	-810546	232878	-184544	536643	298151	988620	758419
948855	-129524	635110	284077	474956	878377	-907231	-218846	390145	-722486
-726210	943947	328056	87036	-336424	-158394	-278222	235428	45559	-786416
766830	559296	470711	-156335	181966	502202	-850985	237342	150350	-143700
-317145	431000	795207	57387	-207749	832921	805114	-221993	-241062	-211982
331467	-269510	-521094	986644	-495647	96646	87613	934636	-999652	-774089
1578	998992	526453	-117721	463146	496581	-290973	-471815	593868	-589903
-348573	-264613	371062	-654736	769507	833781	190436	761862	-444084	-606384
-877756	171570	-735472	463803	-502509	-155587	-495347	-615094	-541418	-117866
-652210	-309297	301041	-834756	690535	623155	-822704	-988088	821912	191151
-925240	719102	183777	94048	668254	963552	637750	59441	-488820	300337
-432852	549396	62149	901787	-65923	155147	-562329	-421042	-433146	-701198
814281	656546	341040	-176784	-586820	830160	-725870	32305	-88830	-103896
-884244	-497438	158005	256223	-483076	892115	241382	-598514	-472241	545455
-65179	698352	-369818	-838291	573248	-235443	-618260	280247	923913	941031
-807255	512519	63257	222506	-608506	683818	-538286	13882	-208806	466180
-383434	-687259	-445007	-504334	86676	187074	-822868	-51913	-441584	-783542
410295	451548	-643911	823246	-730250	757393	-97780	-656151	-734757	637418
930565	-541696	-148663	-283153	-727855	-546810	192427	-505896	551478	-359605
-36853	-358812	-661456	-864269	31327	76763	-110486	48219	472237	-557380
-850984	686691	-791866	-486219	-701652	-513490	761531	999498	-120395	234479
782560	479747	217335	325731	-77756	456293	191036	693075	-281162	-978596
-485064	174769	151184	763662	-141512	489528	-764082	-189963	-688425	593568
884948	819206	800362	-387563	-527593	272015	-252802	271397	982323	977868
-265420	14936	-381031	-496146	-4445	824670	371081	-280473	-895159	993635
702548	-147441	-667507	847074	-891261	732338	-691812	962817	608849	407655
-477988	862623	685498	874095	-764560	-957988	-595517	792995	437099	-932666
-199431	422994	-559119	-381787	820953	520440	-525880	859805	744834	-824708
711459	920125	-935174	-953235	-135158	182112	774483	437587	-405735	-274883
-49871	-7519	140939	946619	640327	-535520	-762079	-534568	181905	-255020
978549	887026	-549316	392131	-963056	623204	504650	-95173	-156871	67656
-631204	-65154	-389421	-64757	-855474	107114	-316223	-285822	383674	317119
-17607	179655	313307	761315	540664	202257	438413	-586095	-586942	711394
924120	-713611	-60704	782270	-141878	-140812	-836580	347206	-5553	-302321
169207	-757612	123835	297864	421348	395815	5	-835629	273878	117571
-721348	71582	-503141	185259	-724116	176317	613435	-513345	-56793	853439
-312675	587316	775627	-393371	499192	-996211	-337328	15742	-967778	-952977
-904098	237988	-898104	818541	-385708	294058	266801	942115	-221124	711295
